"","koi_disposition","koi_fpflag_nt","koi_fpflag_ss","koi_fpflag_co","koi_fpflag_ec","koi_period","koi_time0bk","koi_duration","ra","dec"
"5954","FALSE POSITIVE",1,0,0,0,78.04064906,137.0269121,2.15,289.32834,40.6791
"5955","FALSE POSITIVE",1,0,0,0,396.349253,272.6416,2.685,289.33835,40.62534
"5956","CANDIDATE",0,0,0,0,21.3684341,143.72266,1.18,290.20547,40.66993
"5957","FALSE POSITIVE",1,0,0,0,149.526152,196.8608,3.033,291.36411,40.626881
"5958","FALSE POSITIVE",0,1,1,1,2.845736321,134.280263,11.5703,296.6781,40.649029
"5959","CANDIDATE",0,0,0,0,29.5632952,158.22504,1.562,288.12735,41.952801
"5960","FALSE POSITIVE",1,0,0,0,181.81214,144.6702,16.164,290.15829,41.98978
"5961","CANDIDATE",0,0,0,0,435.50635,267.6857,34.16,290.20068,41.946289
"5962","FALSE POSITIVE",1,0,0,0,525.560452,440.33369,2.327,290.21606,41.954571
"5963","FALSE POSITIVE",1,0,0,0,43.60012467,163.4367382,1.48,291.71484,41.932499
"5964","FALSE POSITIVE",0,1,0,0,1.710299164,131.6153344,3.92227,292.71802,41.922459
"5965","FALSE POSITIVE",1,0,0,0,252.04444,265.201,5.13,292.79022,41.948639
"5966","FALSE POSITIVE",1,0,1,0,1.39508873,132.059107,2.09,293.0798,41.94772
"5967","FALSE POSITIVE",1,0,0,0,95.688682,224.2893,6.465,291.69196,36.881409
"5968","CANDIDATE",0,0,0,0,38.168652,144.4713,5.086,290.75626,37.089809
"5969","FALSE POSITIVE",0,0,1,0,3.0031801,132.1161,2.814,291.32748,37.126701
"5970","FALSE POSITIVE",0,1,0,0,2.96384168,134.119473,5.4768,292.29431,37.26173
"5971","CANDIDATE",0,0,0,0,69.089357,135.4461,6.207,290.87305,37.362179
"5972","CONFIRMED",0,0,0,0,3.290304098,131.90944,1.7215,292.57986,37.376411
"5973","CANDIDATE",0,0,0,0,40.9882124,152.2483,3.599,293.24701,39.236691
"5974","CANDIDATE",0,0,0,0,326.70552,439.648,3.36,296.32437,39.292881
"5975","CANDIDATE",0,0,0,0,138.333748,209.39452,2.391,284.63876,39.355179
"5976","FALSE POSITIVE",1,0,1,0,343.49816,340.5486,7.46,285.18643,39.357288
"5977","FALSE POSITIVE",0,0,1,1,11.2582311,140.7718,16.89,286.37234,39.3423
"5978","FALSE POSITIVE",1,0,0,0,139.54219147,186.9535324,3.42,286.5657,39.38969
"5979","FALSE POSITIVE",0,1,0,0,155.046089,166.60575,10.205,289.23367,39.38652
"5980","FALSE POSITIVE",1,0,0,0,14.3641542,144.2631,2.629,294.57065,39.331402
"5981","FALSE POSITIVE",1,0,1,1,12.4276185,141.3698,18.56,297.51108,40.61908
"5982","FALSE POSITIVE",1,0,0,1,12.427076,141.4085,17.447,297.56931,40.619637
"5983","CANDIDATE",0,0,0,0,22.4932751,132.2511,3.172,288.87198,40.767059
"5984","FALSE POSITIVE",1,0,0,0,315.502534,389.6319,3.112,289.29504,40.71674
"5985","CANDIDATE",0,0,0,0,215.732414,294.363,1.915,290.43491,40.777241
"5986","FALSE POSITIVE",1,0,0,0,276.54167976,174.8709449,7.76,295.62753,40.706249
"5987","CONFIRMED",0,0,0,0,4.13960513,134.04705,3.31,296.50043,40.72123
"5988","FALSE POSITIVE",0,1,0,0,200.79976002,263.875635,7.6419,293.33401,41.937321
"5989","CANDIDATE",0,0,0,0,8.0906952,136.7844,2.648,297.42578,41.932991
"5990","FALSE POSITIVE",0,1,0,1,1.195515364,132.3039982,6.08509,297.54156,41.950901
"5991","FALSE POSITIVE",1,0,0,0,210.971635,243.576,3.578,298.53922,41.986961
"5992","FALSE POSITIVE",1,0,0,0,188.954072,160.7576,14.17,288.28122,42.072079
"5993","FALSE POSITIVE",1,0,0,0,372.04697,259.4285,14.29,290.08987,42.076111
"5994","FALSE POSITIVE",1,0,0,0,438.81524,307.9493,6.75,292.41116,42.039478
"5995","FALSE POSITIVE",0,1,0,0,18.622214,141.6268,4.42,290.50565,37.459011
"5996","FALSE POSITIVE",0,0,1,0,27.8923345,146.02135,2.204,291.55548,37.44516
"5997","FALSE POSITIVE",1,0,0,0,579.81521,343.5587,5.43,292.48621,37.404339
"5998","FALSE POSITIVE",1,0,0,0,19.12788374,134.8576413,2,291.06418,37.535751
"5999","FALSE POSITIVE",1,0,1,0,0.7906069,132.077067,3.3996,292.54315,37.555759
"6000","FALSE POSITIVE",1,0,0,0,24.5714867,156.0157,29.96,291.96451,37.60878
"6001","FALSE POSITIVE",0,1,0,0,0.681137796,131.57697,2.7287,292.02686,37.600651
"6002","FALSE POSITIVE",0,1,0,0,3.722404453,133.56824,2.5214,294.85513,39.30534
"6003","FALSE POSITIVE",1,0,0,0,230.385488,268.65697,3.134,295.87695,39.336391
"6004","FALSE POSITIVE",1,0,0,0,222.84909312,340.6821732,2.43,296.01428,39.35688
"6005","CANDIDATE",0,0,0,0,493.74242,149.1145,5.685,285.34329,39.413849
"6006","FALSE POSITIVE",0,1,0,0,1.714414962,131.8661453,5.17207,291.69095,39.425442
"6007","FALSE POSITIVE",1,0,1,0,646.28789332,234.150707,5.39144,292.11526,39.49855
"6008","FALSE POSITIVE",1,0,0,0,290.438547,283.0998,12.85,286.85861,39.592579
"6009","CANDIDATE",0,0,0,0,1.049468616,132.26871,4.848,298.91757,40.716961
"6010","FALSE POSITIVE",0,1,1,0,2.362348096,131.705479,3.5979,299.33298,40.714352
"6011","FALSE POSITIVE",1,0,0,0,136.830243,138.5183,2.956,285.63928,40.84763
"6012","FALSE POSITIVE",1,0,0,0,36.1904638,146.55956,1.919,289.39359,40.896339
"6013","FALSE POSITIVE",1,0,0,0,419.75224,525.0002,4.154,290.76614,40.881691
"6014","FALSE POSITIVE",1,0,0,0,419.95929,354.2265,13.86,292.76889,40.816181
"6015","FALSE POSITIVE",1,0,0,0,206.309658,231.818,1.498,293.47052,42.0965
"6016","FALSE POSITIVE",1,0,0,0,8.46184728,134.13323,35.525,293.64468,42.033489
"6017","FALSE POSITIVE",1,0,0,0,681.01756,136.3997,8.74,293.80481,42.026001
"6018","FALSE POSITIVE",0,0,1,0,2.19509634,132.74891,1.796,294.51157,42.090149
"6019","FALSE POSITIVE",0,1,0,0,9.942228056,133.8474942,2.45451,298.64252,42.092831
"6020","FALSE POSITIVE",1,0,0,0,141.00582791,135.4379543,3,298.98239,42.082619
"6021","CANDIDATE",0,0,0,0,22.2903562,152.37929,1.623,286.52942,42.167511
"6022","FALSE POSITIVE",1,0,0,0,73.9239955,168.2132,1.699,287.21124,42.107719
"6023","FALSE POSITIVE",1,0,1,0,1.8437362,132.23042,21.04,292.97159,37.65733
"6024","CANDIDATE",0,0,0,0,55.180772,147.7141,9.791,293.22018,37.610699
"6025","FALSE POSITIVE",1,0,0,0,281.36926,215.41653,66.892,290.20993,37.725979
"6026","FALSE POSITIVE",1,0,0,0,84.6405853,183.17243,2.657,290.24103,37.785221
"6027","FALSE POSITIVE",0,0,1,0,6.0353643,133.1818,9.211,293.41391,37.799492
"6028","FALSE POSITIVE",1,0,0,0,15.2024426,136.9199,8.11,286.0947,37.846722
"6029","FALSE POSITIVE",0,0,1,1,1.52327807,132.3306,3.813,290.17807,37.852039
"6030","FALSE POSITIVE",1,0,0,0,260.31119904,314.5841346,3.23,290.14111,39.532299
"6031","FALSE POSITIVE",1,0,0,0,574.37064,391.2165,11.89,291.68643,39.510571
"6032","FALSE POSITIVE",1,0,0,0,253.87706,197.0254,11.18,293.1196,39.562302
"6033","FALSE POSITIVE",1,0,0,0,110.089267,174.2529,1.575,293.51175,39.528271
"6034","CANDIDATE",0,0,0,0,219.931324,329.3836,4.818,295.1868,39.575691
"6035","CANDIDATE",0,0,0,0,385.29212,440.5319,19.417,296.4227,39.579391
"6036","FALSE POSITIVE",1,0,0,0,80.292171,145.8825,1.936,292.98447,40.813019
"6037","FALSE POSITIVE",0,1,1,0,1.049406508,131.80328,3.0072,299.19092,40.822639
"6038","FALSE POSITIVE",1,0,0,0,455.195496,312.331,3.565,299.28336,40.834389
"6039","FALSE POSITIVE",0,1,1,0,3.58957045,132.99426,3.418,299.70837,40.864239
"6040","FALSE POSITIVE",0,1,0,1,2.40435325,133.2257,6.825,299.71024,40.87804
"6041","FALSE POSITIVE",1,0,0,0,37.078668,142.0615,4.403,283.92465,40.968391
"6042","CANDIDATE",0,0,0,0,50.55398,160.0628,6.159,289.22729,40.94949
"6043","FALSE POSITIVE",1,0,0,0,228.196872,323.9146,3.525,289.59616,40.92783
"6044","FALSE POSITIVE",0,1,0,0,44.714450094,135.3418468,5.7615,293.99109,42.26086
"6045","CANDIDATE",0,0,0,0,200.2350497,305.44985,23.612,298.64493,42.285831
"6046","FALSE POSITIVE",0,1,0,1,40.8801539,163.3624,5.472,292.36017,42.38184
"6047","CANDIDATE",0,0,0,0,22.2381062,148.3792,2.68,295.23825,42.322361
"6048","CANDIDATE",0,0,0,0,20.5477769,149.1769,4.634,296.10648,42.354279
"6049","FALSE POSITIVE",1,0,0,0,25.166806,150.271,2.111,291.875,43.626709
"6050","FALSE POSITIVE",1,0,0,0,323.972022,260.24288,1.25,296.30859,42.390179
"6051","FALSE POSITIVE",0,1,0,0,1.752562808,132.7222455,6.1245,298.79889,42.390888
"6052","FALSE POSITIVE",0,0,1,0,1.89140138,132.6124,9.52,290.28079,37.882172
"6053","FALSE POSITIVE",0,1,1,1,6.70258007,134.37408,4.632,291.18762,37.8535
"6054","FALSE POSITIVE",0,0,1,0,6.2095391,135.2715,2.752,292.08344,37.814678
"6055","FALSE POSITIVE",1,0,0,0,615.16033,226.4594,3.958,292.95239,37.857128
"6056","FALSE POSITIVE",0,0,0,1,1.89124738,132.6891,4.697,290.23746,37.910721
"6057","FALSE POSITIVE",0,1,1,1,1.89125883,132.687,4.656,290.31427,37.948009
"6058","FALSE POSITIVE",1,0,0,0,362.1273,302.6897,6.719,283.98965,39.631908
"6059","FALSE POSITIVE",1,0,0,0,353.36705,412.2698,3.279,292.91196,39.651348
"6060","CANDIDATE",0,0,0,0,180.4118581,142.86513,3.29,293.16476,39.631561
"6061","FALSE POSITIVE",0,0,1,0,4.750256809,134.63889,1.9278,294.09631,39.647079
"6062","FALSE POSITIVE",1,0,0,0,45.41810604,166.3910358,5.3,289.72604,39.716808
"6063","FALSE POSITIVE",0,1,0,1,1.878877205,133.074035,5.8768,297.42007,39.77375
"6064","FALSE POSITIVE",1,0,0,0,0.938857507,132.206796,3.98767,286.8252,39.802509
"6065","FALSE POSITIVE",1,0,0,0,287.46579664,242.2768409,9.06,292.91092,40.954361
"6066","FALSE POSITIVE",1,0,0,0,32.245486,158.2607,13.86,298.51501,40.903992
"6067","FALSE POSITIVE",1,0,0,0,392.47291,155.4624,7.867,298.92667,40.970451
"6068","FALSE POSITIVE",1,0,1,0,142.20400109,140.9358759,3,288.10455,41.07925
"6069","FALSE POSITIVE",1,0,0,0,149.237142,168.1563,2.503,288.32599,41.027618
"6070","FALSE POSITIVE",1,0,0,0,501.51698,449.5543,3.809,288.9754,41.082241
"6071","FALSE POSITIVE",1,0,0,0,357.77096,309.1578,12.999,289.88107,41.069221
"6072","FALSE POSITIVE",1,0,0,0,531.33282,295.2843,3.702,292.0715,41.099899
"6073","FALSE POSITIVE",1,0,0,0,326.370361,190.3324,4.526,290.84195,42.183128
"6074","FALSE POSITIVE",1,0,0,0,148.666527,156.8241,4.353,291.5249,42.169941
"6075","FALSE POSITIVE",1,0,0,0,163.104677,140.3163,2.129,292.2085,42.158611
"6076","FALSE POSITIVE",0,1,0,1,1.10656965,132.3665,1.669,293.0849,42.150551
"6077","FALSE POSITIVE",0,1,0,0,46.270524872,173.6558757,8.93033,294.0647,42.112869
"6078","FALSE POSITIVE",1,0,0,0,13.4256161,144.7838,11.781,295.89999,42.132999
"6079","FALSE POSITIVE",1,0,0,0,590.44065,199.918,7.55,298.34109,42.114891
"6080","FALSE POSITIVE",1,0,0,0,28.88008607,144.4386895,1.35,290.76639,37.916828
"6081","FALSE POSITIVE",1,0,0,0,241.647602,325.21488,1.742,286.31915,38.086399
"6082","FALSE POSITIVE",1,0,0,0,528.07962334,466.1720499,3.49,287.11649,38.003052
"6083","FALSE POSITIVE",1,0,0,0,25.2218929,143.6316,14.84,290.99982,38.000259
"6084","FALSE POSITIVE",1,0,0,0,105.52127462,145.4682374,2.52,293.2811,38.082241
"6085","CANDIDATE",0,0,0,0,581.729006,341.09187,6.647,293.31863,38.005466
"6086","FALSE POSITIVE",0,1,0,0,420.92920358,196.685958,17.3985,290.93896,38.119572
"6087","FALSE POSITIVE",1,0,0,0,393.946106,334.4022,6.012,286.88327,39.816689
"6088","FALSE POSITIVE",1,0,0,0,194.896925,252.0208,2.504,288.61954,39.85696
"6089","CANDIDATE",0,0,0,0,56.001782,144.09684,1.706,289.09619,39.827278
"6090","FALSE POSITIVE",1,0,0,0,471.95076253,172.3928906,5.03,289.87711,39.836239
"6091","FALSE POSITIVE",1,0,0,0,101.928291,182.2662,2.171,290.2706,39.851849
"6092","CANDIDATE",0,0,0,0,69.932459,145.91179,2.03,293.05536,39.840069
"6093","CONFIRMED",0,0,0,0,287.377314,348.83318,18.821,295.42935,39.886539
"6094","CANDIDATE",0,0,0,0,535.93723,135.5316,11.85,292.55951,41.090012
"6095","FALSE POSITIVE",1,0,0,0,367.72767,265.14033,3.104,293.00101,41.02478
"6096","FALSE POSITIVE",1,0,0,1,4.20601251,132.2794,6.82,298.50342,41.080181
"6097","CANDIDATE",0,0,0,0,313.051405,408.62595,10.969,284.66022,41.10894
"6098","FALSE POSITIVE",0,1,0,0,4.18236124,134.053289,6.70175,285.10342,41.112469
"6099","CANDIDATE",0,0,0,0,18.9828305,139.257,6.303,285.68912,41.18961
"6100","FALSE POSITIVE",0,0,1,0,7.87173698,132.35405,2.619,299.14111,41.185001
"6101","FALSE POSITIVE",1,0,0,0,357.437578,195.2194,15.903,298.45322,42.1101
"6102","CANDIDATE",0,0,0,0,215.634356,230.7211,15.097,298.95654,42.156315
"6103","CANDIDATE",0,0,0,0,30.928898,153.90647,3.436,283.97293,42.276588
"6104","CANDIDATE",0,0,0,0,293.392635,341.2263,3.661,287.90686,42.208721
"6105","FALSE POSITIVE",1,0,0,0,63.024229,188.2057,5.77,288.30215,42.237282
"6106","FALSE POSITIVE",0,0,0,0,506.771836,158.7498,10.535,288.57758,42.296021
"6107","CANDIDATE",0,0,0,0,5.43361347,136.711,1.0338,291.55667,42.214169
"6108","CANDIDATE",0,0,0,0,47.82278681,134.1402656,1.19,292.07803,38.153831
"6109","CANDIDATE",0,0,0,0,348.96347,184.8658,13.84,294.0845,38.156319
"6110","FALSE POSITIVE",1,0,0,0,57.1143966,166.4525,2.182,294.42056,38.190529
"6111","CANDIDATE",0,0,0,0,59.4037839,159.80356,10.041,287.04688,38.231617
"6112","FALSE POSITIVE",1,0,0,0,485.91276,213.3906,2.42,291.58234,38.29966
"6113","FALSE POSITIVE",0,0,1,1,20.5311708,136.4829,5.67,292.30801,38.2906
"6114","CANDIDATE",0,0,0,0,43.581043,148.4352,6.883,292.47034,38.394341
"6115","CANDIDATE",0,0,0,0,327.063,438.3693,8.06,295.62579,39.824638
"6116","FALSE POSITIVE",0,1,0,0,21.92866538,135.528574,9.7526,297.31741,39.877972
"6117","CANDIDATE",0,0,0,0,651.07431,216.3882,5.603,297.50919,39.88802
"6118","FALSE POSITIVE",1,0,0,0,545.54618,406.0538,6.944,283.8624,39.9454
"6119","FALSE POSITIVE",0,1,0,0,1.928420823,131.58805,3.8253,284.52118,39.950661
"6120","FALSE POSITIVE",1,0,0,0,328.84846,385.9456,5.45,286.18781,39.993919
"6121","CANDIDATE",0,0,0,0,271.790292,195.52243,2.944,291.10825,39.955681
"6122","FALSE POSITIVE",1,0,0,0,125.95781975,134.667118,8.63,284.88382,41.248539
"6123","CANDIDATE",0,0,0,0,3.5645249,134.4518,2.062,287.00836,41.289101
"6124","FALSE POSITIVE",1,0,0,0,426.34444,464.9081,14.139,288.37491,41.27457
"6125","FALSE POSITIVE",1,0,0,0,48.2455501,141.14725,1.375,290.0495,41.250359
"6126","FALSE POSITIVE",1,0,0,0,256.846143,331.8595,6.289,290.40628,41.22184
"6127","FALSE POSITIVE",1,0,0,0,146.931518,190.4351,23.78,292.88855,41.223728
"6128","CANDIDATE",0,0,0,0,377.311149,411.6189,3.33,293.46365,41.290939
"6129","CANDIDATE",0,0,0,0,265.741374,167.0573,18.078,286.79755,42.42091
"6130","FALSE POSITIVE",1,0,0,0,470.65357,173.647,3.458,289.04572,42.446758
"6131","FALSE POSITIVE",1,0,1,0,309.19347,318.487,23.51,291.32291,42.42207
"6132","FALSE POSITIVE",1,0,0,0,122.713036,135.2952,3.999,293.06,42.402779
"6133","CANDIDATE",0,0,0,0,15.18575582,144.63985,0.633,282.29132,42.545509
"6134","FALSE POSITIVE",1,0,0,0,25.50236699,141.3438916,1.8,282.99341,42.547058
"6135","FALSE POSITIVE",1,0,0,0,290.625016,349.7098,4.411,284.18527,42.563271
"6136","FALSE POSITIVE",0,1,0,0,2.945414866,133.95496,2.702,292.68399,38.36573
"6137","FALSE POSITIVE",1,0,0,0,59.14382117,180.5653307,1.74,293.20349,38.341801
"6138","FALSE POSITIVE",1,0,0,0,232.822285,253.934,0.99,294.04364,38.36454
"6139","FALSE POSITIVE",1,0,0,0,146.355097,226.299,5.034,287.88785,38.49255
"6140","CANDIDATE",0,0,0,0,26.092284,149.1087,6.623,290.9241,38.438339
"6141","FALSE POSITIVE",1,0,0,0,514.14221,439.365,4.153,291.39856,38.446381
"6142","FALSE POSITIVE",0,1,0,0,47.0628978,171.94782,1.545,294.63104,38.404549
"6143","FALSE POSITIVE",0,1,0,0,26.737139497,146.8472356,4.68919,293.13907,39.925739
"6144","FALSE POSITIVE",1,0,0,0,310.61299,267.0451,2.562,294.06229,39.902229
"6145","FALSE POSITIVE",1,0,0,0,461.1417,388.34717,3.875,296.93536,39.924927
"6146","FALSE POSITIVE",0,0,1,0,0.987069622,131.9133173,1.0092,298.34821,39.97628
"6147","FALSE POSITIVE",1,0,0,0,329.71491,347.1667,12.11,283.89719,40.071369
"6148","CANDIDATE",0,0,0,0,100.345648,152.8425,7.939,288.34174,40.09639
"6149","CANDIDATE",0,0,0,0,111.187116,195.2257,3.569,288.9306,40.057339
"6150","FALSE POSITIVE",0,0,0,1,1.23708565,132.7235,5.743,288.97766,40.010529
"6151","FALSE POSITIVE",1,0,0,0,498.24938,313.7462,8.73,293.91647,41.24197
"6152","FALSE POSITIVE",1,0,0,0,1.573020098,132.28063,15.574,297.10431,41.219921
"6153","CANDIDATE",0,0,0,0,1.534679933,132.331163,1.7237,298.38043,41.296391
"6154","FALSE POSITIVE",1,0,0,0,71.59889,135.431,10.53,299.04315,41.233978
"6155","FALSE POSITIVE",1,0,0,0,367.6758,370.244,23.5,283.51559,41.335819
"6156","CANDIDATE",0,0,0,0,354.21154,218.299,18.594,284.3486,41.319389
"6157","CANDIDATE",0,0,0,0,171.028691,301.7487,11.784,285.17563,41.342499
"6158","CANDIDATE",0,0,0,0,624.90338,241.5869,12.169,294.86414,38.480183
"6159","CANDIDATE",0,0,0,0,25.5338535,153.586,2.076,285.5293,38.548141
"6160","CANDIDATE",0,0,0,0,339.18998,300.2366,5.117,286.59076,38.5583
"6161","FALSE POSITIVE",1,0,0,0,77.66967809,151.0243323,3.01,286.68253,38.54882
"6162","FALSE POSITIVE",0,1,0,0,2.976012511,132.9704424,6.52033,290.13269,38.51368
"6163","FALSE POSITIVE",1,0,0,0,349.73652,268.2946,3.428,290.94846,38.56591
"6164","FALSE POSITIVE",0,1,0,0,1.606003121,132.4945147,4.88602,292.93695,38.593071
"6165","FALSE POSITIVE",1,0,0,0,61.438007,136.9729,3.861,293.0076,38.50367
"6166","CANDIDATE",0,0,0,0,436.18813,185.8184,11.35,289.35559,40.068352
"6167","FALSE POSITIVE",1,0,0,0,586.91711807,275.4739232,5.32,289.95306,40.011101
"6168","FALSE POSITIVE",1,0,0,0,19.545185,147.733,1.597,292.91852,40.052898
"6169","FALSE POSITIVE",1,0,0,0,215.044269,225.6177,3.517,295.33859,40.00787
"6170","CANDIDATE",0,0,0,0,169.330666,208.7974,2.6,296.01852,40.087151
"6171","FALSE POSITIVE",0,1,1,0,1.174683069,131.835254,2.5167,296.99066,40.075298
"6172","FALSE POSITIVE",1,0,0,0,33.2948005,141.5302,2.997,288.90735,41.35582
"6173","FALSE POSITIVE",1,0,0,0,249.35154,133.929,13.76,289.18372,41.343376
"6174","FALSE POSITIVE",1,0,0,0,371.56492,259.8491,14.736,289.34515,41.36478
"6175","CANDIDATE",0,0,0,0,546.53309,334.0585,16.04,289.81567,41.396439
"6176","FALSE POSITIVE",1,0,0,0,364.63189,145.6294,22.93,290.39862,41.351559
"6177","CANDIDATE",0,0,0,0,330.738115,422.7107,4.998,292.16544,41.329342
"6178","CANDIDATE",0,0,0,0,78.876125,205.1282,4.912,292.74023,41.37896
"6179","FALSE POSITIVE",0,0,0,0,476.39752,227.0486,12.13,293.48605,41.320229
"6180","FALSE POSITIVE",1,0,0,0,106.779168,146.11456,1.905,287.72379,38.624229
"6181","CANDIDATE",0,0,0,0,444.04257,334.6734,10.9,290.3548,38.672531
"6182","CANDIDATE",0,0,0,0,12.5748872,143.1278,3.549,290.72061,38.697578
"6183","CANDIDATE",0,0,0,0,484.172005,545.2208,4.566,290.96146,38.673439
"6184","FALSE POSITIVE",1,0,1,0,277.77499,351.829,7.07,291.7262,38.6866
"6185","FALSE POSITIVE",1,0,0,0,561.08191,133.5178,14.94,292.00742,38.617329
"6186","FALSE POSITIVE",1,0,0,0,28.615014,147.7816,24.74,297.36008,40.031841
"6187","FALSE POSITIVE",1,0,0,0,105.5904748,192.30383,2.188,298.76041,40.052792
"6188","FALSE POSITIVE",0,1,1,0,3.017155419,133.68607,13.3898,286.91632,40.166668
"6189","FALSE POSITIVE",1,0,0,0,94.818136,186.3262,83.31,290.45596,40.145741
"6190","FALSE POSITIVE",1,0,0,0,52.6727624,178.5395,3.039,291.1084,40.182991
"6191","FALSE POSITIVE",1,0,0,0,34.4886903,137.00685,1.22,292.94348,40.117939
"6192","FALSE POSITIVE",1,0,0,0,222.068928,290.58724,1.938,295.32401,40.1544
"6193","FALSE POSITIVE",1,0,1,1,0.56493398,131.787277,2.4385,296.37366,41.39183
"6194","FALSE POSITIVE",1,0,1,0,246.12174,301.8089,18,297.13892,41.300774
"6195","FALSE POSITIVE",1,0,0,0,159.05846,209.213,10.08,297.76724,41.366531
"6196","FALSE POSITIVE",1,0,0,0,550.86514,307.6878,14.548,298.39798,41.314892
"6197","CANDIDATE",0,0,0,0,380.39474,502.2332,10.775,289.20016,41.430752
"6198","FALSE POSITIVE",1,0,0,0,419.21314,164.0745,6.385,289.62195,41.456196
"6199","FALSE POSITIVE",1,0,0,0,350.98474,164.2084,14.49,290.29688,41.483501
"6200","FALSE POSITIVE",1,0,0,0,298.4688,303.902,3.748,293.69916,41.402222
"6201","CANDIDATE",0,0,0,0,12.5747207,142.34553,2.896,293.77448,38.654381
"6202","FALSE POSITIVE",1,0,0,0,43.22793081,144.4486525,1.39,293.99844,38.617439
"6203","FALSE POSITIVE",1,0,0,0,528.10984,155.1493,18.01,294.08191,38.630859
"6204","FALSE POSITIVE",1,0,0,0,63.12379762,147.195046,1.87,287.32892,38.707802
"6205","FALSE POSITIVE",1,0,0,0,358.54455552,376.8056254,11.46,290.19086,38.77953
"6206","FALSE POSITIVE",1,0,0,1,119.669671,176.1667,20.67,291.12909,38.740528
"6207","FALSE POSITIVE",1,0,0,0,598.31791,295.9314,16.07,291.19971,38.71133
"6208","CANDIDATE",0,0,0,0,33.3726538,153.5967,3.663,296.01883,40.108009
"6209","FALSE POSITIVE",1,0,0,0,18.40783671,139.3507372,1.55,297.03891,40.116482
"6210","CANDIDATE",0,0,0,0,143.163697,243.7133,4.854,297.78833,40.130909
"6211","FALSE POSITIVE",0,1,0,0,250.4858,183.25,12.72,298.0976,40.14069
"6212","FALSE POSITIVE",1,0,0,0,401.38712,328.5916,32.21,298.32886,40.147171
"6213","FALSE POSITIVE",1,0,0,0,49.312677,162.638,4.057,284.97217,40.208111
"6214","FALSE POSITIVE",1,0,0,0,288.94276,193.4457,11.43,289.53738,40.21331
"6215","FALSE POSITIVE",0,1,0,0,273.6857427,350.85157,8.3881,296.1803,41.413071
"6216","FALSE POSITIVE",1,0,0,0,28.1117095,138.30651,1.689,297.17383,41.471107
"6217","FALSE POSITIVE",0,1,0,0,17.745456135,137.697754,4.0678,297.67651,41.428589
"6218","FALSE POSITIVE",1,0,0,0,603.3102,151.0618,8.025,298.60699,41.446011
"6219","CONFIRMED",0,0,0,0,7.20281185,135.19499,2.8305,284.05667,41.576729
"6220","FALSE POSITIVE",1,0,0,0,36.4772788,137.1924,2.092,288.85443,41.574451
"6221","CANDIDATE",0,0,0,0,282.0309,162.5448,14.69,289.5257,41.500488
"6222","CANDIDATE",0,0,0,0,179.25465,154.3773,22.35,289.82709,41.524811
"6223","FALSE POSITIVE",1,0,0,0,249.61377295,201.4461838,3.2,291.67603,38.79491
"6224","FALSE POSITIVE",1,0,0,0,59.9655175,140.9936,1.89,291.82471,38.779911
"6225","FALSE POSITIVE",1,0,0,0,112.951287,172.0238,4.284,291.78705,38.863152
"6226","CANDIDATE",0,0,0,0,103.363691,194.152,6.012,292.5578,38.8503
"6227","FALSE POSITIVE",0,0,1,0,251.958533,367.3803,4.742,293.65378,38.8339
"6228","FALSE POSITIVE",1,0,0,0,276.879492,176.52152,3.779,290.2984,40.287842
"6229","FALSE POSITIVE",1,0,0,0,389.169027,388.2063,3.759,293.66641,40.203629
"6230","FALSE POSITIVE",0,1,0,0,18.78970984,143.82465,4.13997,295.40698,40.242409
"6231","FALSE POSITIVE",0,0,1,0,0.915782856,132.27591,2.24,299.18686,40.205929
"6232","CANDIDATE",0,0,0,0,0.66882716,131.8692,1.069,299.32156,40.265339
"6233","FALSE POSITIVE",1,0,0,0,370.05918,311.474,11.86,284.46585,40.314941
"6234","FALSE POSITIVE",0,1,0,0,43.5428781,150.4229,3.6768,287.96375,40.310322
"6235","CANDIDATE",0,0,0,0,19.4534296,139.3373,4.873,291.50589,41.550388
"6236","FALSE POSITIVE",1,0,1,1,3.7229369,134.6174,10.57,291.96683,41.549751
"6237","FALSE POSITIVE",0,0,0,1,1.80455062,132.4262,2.166,292.31476,41.582321
"6238","FALSE POSITIVE",1,0,0,0,10.1955065,140.26643,2.447,282.92862,41.606091
"6239","CANDIDATE",0,0,0,0,232.916142,162.1441,7.037,284.59164,41.639271
"6240","FALSE POSITIVE",1,0,0,0,3.66115536,133.7708,14.807,289.39316,41.696701
"6241","CONFIRMED",1,0,0,0,267.282521,589.71975,7.788,283.21274,45.349861
"6242","CONFIRMED",0,0,0,0,16.9348104,137.2502,3.408,285.75146,41.33564
"6243","CANDIDATE",0,0,0,0,44.7055876,149.6448,6.262,289.84286,38.309601
"6244","CANDIDATE",0,0,0,0,57.3888262,141.62516,3.543,296.55005,49.102322
"6245","FALSE POSITIVE",1,0,0,0,126.51457638,167.3005742,2.15,294.12369,38.81583
"6246","CANDIDATE",0,0,0,0,14.5168151,137.5579,5.796,294.36734,38.846889
"6247","FALSE POSITIVE",1,0,0,0,225.43420422,210.1832295,13.02,295.55817,38.846802
"6248","FALSE POSITIVE",1,0,0,0,359.98653,352.5338,3.866,286.23233,38.991749
"6249","FALSE POSITIVE",0,0,1,1,1.540389045,131.99987,1.8325,286.9718,38.936481
"6250","FALSE POSITIVE",0,0,1,1,1.540393027,131.998449,1.75,286.97745,38.913261
